معلومات الصفحة ,Page Name,Page Category,Followers_Count,Country,Language,معلومات المنشور ,Post ID,Platform,Publish_Date,Publish_Time,Day,Season,Campaign_Type,المنتج,Product_Name,Product_Category,Brand_Name,Price,Discount,Campaign Goal,المحتوى النصي ,Caption,Caption Length,CTA,Number of CTAs,Hashtags,Number of Hashtags,Emoji Count,Word Count,Language.1,Tone,Writing Style,الصورة ,Image,Number of Products,Contains Human,Dominant Colors,Logo Position,Text in Image,بيانات الاداء ,Likes,Comments,Shares,Reactions,Reach,Engagement Rate,CTA_Presence,CTA_Type,CTA_Text,Hook_Type,Content_Pillar,Dialect,Time_Bucket,Reaction_Breakdown_Total,Public_Interactions,Weighted_Engagement,Public_Engagement_Rate,Relative_Performance_Index,Performance_Class,Is_Product_Post,Hashtag_List,Image_Count,Visual_Style,Layout_Type,Data_Quality_Notes,image_path,Unnamed: 67,Campaign_Type.1
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,11,Facebook,7/11/2026,4:42 AM,السبت,الصيف,Product Education,,Samsung 602L Refrigerator,Refrigerator,Samsung,"1,825$",,Lead Generation,,"🚨 أصعب معادلة: كفاءة جبارة.. وفاتورة كهرباء أقل! ⚡️
بتعرف إن الثلاجة هي أكتر جهاز بيستهلك كهرباء ببيتك لأنها شغالة 24 ساعة؟ 🤔
مع ثلاجة Samsung بسعة 602L  من البراق تليكوم، المعادلة صارت سهلة:
✅ تقنية Digital Inverter اللي بتوفر باستهلاك الطاقة بشكل ذكي.
✅ هدوء تام في التشغيل.. ماراح تسمع لها صوت.
✅ والأهم؟ كفالة 10 سنوات على المحرك يعني راحة بال لعقد كامل!
🔗 راسلنا لمعروفة السعر والمواصفات الكاملة قبل انتهاء الكمية! ",423,Yes,1,No,0,7,68,Arabic,"Informative, Urgent",Problem-solution; Educational list; Direct CTA,,,1,Yes,#5C7470 (teal); #E2E2E0 (light gray); #171B1B (black),Samsung: top-left; Al Boraq: top-right,طاقة أقل وراحة بال,,530,1200,15,"Like = 505
Love = 22
Haha = 0
Wow =0
Care =3
Angry =0
Sad = 0",,,Explicit,Learn More,راسلنا لمعرفة السعر والمواصفات,Problem / cost-saving hook,Energy Efficiency / Product Education,Arabic (MSA with technical English),Late Night,530,1745,2975,0.15%,0.58,0,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image11.jpg,,Product Education
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,12,Facebook,7/10/2026,2:22 PM,الجمعة,الصيف,Giveaway Promotion,,Galaxy A56,Mobile,Samsung,,,Sales Conversion,,"🔥 الرابح القادم... هو إنت! 🔥
اشتري Galaxy A56 من البراق وادخل مباشرة على:
🚘سحب على 96 سيارة KIA SONET
📺و960 شاشة55”مع كفالة لمدة سنة
مع الموبايل رح تحصل فوراً على :
✔️هدية فورية من دولاب الحظ
✨مع البراق…
الربح مو احتمال،الربح بكل خطوة",238,Yes,2,No,0,6,37,Arabic,"Playful, Promotional",Winner-focused hook; Offer list,,,1,Yes,#646551 (dark yellow); #E8DFDD (light gray); #326461 (dark teal),Samsung: top-left; Al Boraq: top-right,كل لقطة ثابتة وواضحة; Galaxy A56,,845,1500,19,"Like = 800
Love = 37
Haha = 1
Wow =0
Care =7
Angry =0
Sad = 0",,,Explicit,Buy,اشتري Galaxy A56 من البراق وادخل مباشرةً,Winner-focused hook,Offers & Giveaways,Syrian Arabic with MSA/English product terms,Afternoon,845,2364,3902,0.20%,0.76,0,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image12.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,13,Facebook,7/9/2026,8:26 PM,الخميس,الصيف,Product Promotion + Giveaway,,Galaxy Tab S11,Tablet,Samsung,,,Sales Conversion,,"🚨 عالم وااااسع من الجوائز .. بانتظارك ! 🚗✨
مع Galaxy Tab S11 من البراق بشاشة الخارقة 11 انش 📱
  أحدث تقنيات الذكاء الاصطناعي … 
و تدخل عالم أكبر سحب جوائز بسوريا! 🔥
🚗 96 سيارة Kia Sonet موديل 2026
📺 960 شاشة 4K ذكية 55""
🎁 وهديتك الفورية من دولاب الحظ
💙 مع البراق… كل لحظة شراء فيها فرصة جديدة.
⏳ لا تنتظر… الكمية محدودة! ",329,Yes,1,No,0,10,60,Arabic,"Playful, Promotional, Urgent",Announcement; Giveaway list; Scarcity,,,1,Yes,#3D4946 (dark teal); #C7D7DB (light gray); #807B75 (gray),Samsung: top-left; Al Boraq: top-right,Tab S11,,2100,983,25,"Like = 2046
Love = 45
Haha = 0
Wow =0
Care =9
Angry =0
Sad = 0",,,Explicit,Buy,لا تنتظر؛ الكمية محدودة,Prize announcement,Tablet Features & Giveaways,Syrian Arabic with MSA/English product terms,Evening,2100,3108,4141,0.26%,0.81,0,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image13.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,14,Facebook,7/9/2026,3:31 PM,الخميس,الصيف,Product Education,,Samsung Microwave,Microwave,Samsung,,,Store Visits,,"ودّع “الخيانة الحرارية” مع أداء يليق بمطبخك 🔥
مع نظام التوزيع الثلاثي من Samsung، تنتشر الحرارة بشكل متوازن داخل المايكرويف لتصل لكل زاوية 
حتى تحصل على نتائج متقنة—استواء مثالي، نكهة أوضح، ولمسة احترافية في كل مرة.
لا تقبل بأنصاف الحلول… الجودة الحقيقية واضحة من أول تجربة.
📍 اسئل عن صالاتنا المنزلية .. 
بانتظارك لتكتشف الفرق بنفسك.",336,Yes,1,No,0,2,53,Arabic,"Informative, Premium",Problem-solution; Educational explanation; Store CTA,,,1,No,#C1BFC0 (light gray); #A5AEB2 (gray); #6B8689 (cyan),Samsung: top-left; Al Boraq: top-right,Triple Distribution System,,2100,232,14,"Like = 2056
Love = 38
Haha = 0
Wow =0
Care =6
Angry =0
Sad = 0",,,Explicit,Learn More,اسأل عن صالاتنا المنزلية,Problem-solution hook,Appliance Education,Arabic (MSA with technical English),Afternoon,2100,2346,2606,0.20%,0.51,0,Yes,,1,Lifestyle infographic,Centered product with headline,,data/images/image14.jpg,,Product Education
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,15,Facebook,7/9/2026,10:11 AM,الخميس,الصيف,Product Promotion + Giveaway,,Galaxy S26 Ultra,Mobile,Samsung,,,Lead Generation,,"تجاوز حدود التكنولوجيا ✨
اختبر زووم Galaxy S26 Ultra الأسطوري  X100  واقتنِ الرفاهية التي تليق بك من البراق.
🎁 هدايا: اشتراك TOD + كبل 100W + هدية اضافية من دولاب الحظ ... 
بالإضافة الى فرصتك لربح واحدة من: 
🏎️ 96 سيارة كيا سونيت 2026
 📺 960 شاشة سامسونج 55"" 
دع الشغف يقودك إلى القمة
📍 تفصيل أكثر ..؟ علق ""براق"" .",318,Yes,1,No,0,5,58,Arabic,Premium,Aspirational; Feature-benefit; Comment CTA,,,1,No,#010102 (black); #798EA6 (blue); #1D223A (dark blue),Samsung: top-left; Al Boraq: top-right,Galaxy S26 Ultra; X100,,502,1300,16,"Like = 457
Love = 37
Haha = 0
Wow =1
Care =7
Angry =0
Sad = 0",,,Explicit,Comment keyword,علّق «براق»,Aspirational technology hook,Camera Features & Giveaways,Syrian Arabic with MSA/English product terms,Morning,502,1818,3150,0.15%,0.62,0,Yes,,1,Product hero poster,Centered product with headline,,data/images/image15.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,16,Facebook,7/8/2026,5:14 PM,الأربعاء,الصيف,Product Education + Engagement,,Samsung QLED Q70D,Television,Samsung,,,Engagement,,"✨ لما تكون اللحظة مهمة… اختار شاشة تخليها تستحق.
مع Samsung QLED Q70D عِش كل مشهد بتفاصيل أقرب للواقع....
بفضل تقنية الارتقاء إلى دقة 4K بالذكاء الاصطناعي  التي تمنحك وضوحاً مذهلاً للصورة.
وتقنية تحسين الحركة 120Hz التي تجعل كل حركة أكثر سلاسة ودقة حتى في أسرع المشاهد والمباريات.
🎬 فيلمك المفضل… أم ⚽ مباراتك المنتظرة؟
شاركنا اختيارك",335,Yes,1,No,0,3,52,Arabic,"Premium, Interactive",Emotional hook; Feature explanation; Question CTA,,,1,Yes,#ADB8BD (light gray); #68959F (cyan); #F4F6F5 (white),Samsung: top-left; Al Boraq: top-right,خلي حركتك مثالية,,2200,1200,15,"Like = 2134
Love = 58
Haha = 0
Wow =0
Care =7
Angry =0
Sad = 1",,,Explicit,Comment keyword,شاركنا اختيارك,Emotional moment hook,Entertainment / Product Education,Arabic (MSA with technical English),Afternoon,2200,3415,4645,0.28%,0.91,0,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image16.jpg,,Product Education
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,17,Facebook,7/8/2026,10:03 AM,الأربعاء,الصيف,Product Promotion + Giveaway,,Galaxy A36,Mobile,Samsung,,,Sales Conversion,,"سبقنا الكل… 🔥
جهاز Galaxy A36 بذكاء يفهمك
بس ارسم دائرة Circle it… وابحث عن يلي بدك ياه!!
🎁 اشتري من البراق وادخل السحب:
🚗 96 سيارة Kia Sonet
📺 960 شاشة 55""
💥 + هدية فورية من دولاب الحظ
⏳ العرض محدود… والفرصة ما بتتكرر
البراق… دايماً رابح ",244,Yes,2,No,0,6,41,Arabic,"Premium, Promotional, Urgent",Bold hook; Feature demo; Giveaway; Scarcity,,,1,No,#206069 (dark cyan); #408386 (teal); #DBDEE3 (light gray),Samsung: top-left; Al Boraq: top-right,"Galaxy A36; Circle it, find it",,761,2000,8,"Like = 718
Love = 41
Haha = 0
Wow =1
Care =1
Angry =0
Sad = 0",,,Explicit,Buy,اشتري من البراق وادخل السحب؛ لا تنتظر,Competitive claim,AI Search Feature & Giveaways,Syrian Arabic with MSA/English product terms,Morning,761,2769,4785,0.23%,0.93,0,Yes,,1,Lifestyle infographic,Centered product with headline,,data/images/image17.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,18,Facebook,7/7/2026,10:49 PM,الثلاثاء,الصيف,Community / Event Post,,,Non-product,,,,Community Engagement,,"🇪🇬🔥 رفعتوا الراس يا مصر…
شرفتونا بالأداء والروح والعزيمة.

النتيجة ما بتغيّر قيمة اللي قدمتوه ❤️
شكراً منتخب مصر… وهاردلك يا أبطال 👏🇪🇬",140,No,0,No,0,5,20,Arabic,Emotional,Community appreciation; Emotional message,,,0,Yes,#025E8D (cyan); #B8967D (orange); #84C1AA (teal),Samsung: top-left; Al Boraq: top-right,GOOD LUCK; Egypt football,,350,43,4,"Like = 260
Love = 67
Haha = 16
Wow =1
Care =5
Angry =0
Sad = 3",,,,,,Emotional community hook,Community / Sports,Syrian Arabic with MSA/English product terms,Late Night,352,397,448,0.03%,0.09,0,No,,1,Lifestyle infographic,Human with product and offer bar,Non-product community post; product fields intentionally blank.,data/images/image18.jpg,,Community Engagement
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,19,Facebook,7/7/2026,3:35 PM,الثلاثاء,الصيف,Product Promotion,,Galaxy Watch8,Smartwatch,Samsung,,,Sales Conversion,,"⌚️ المستحيل ... وصل لعندك🔥
💪ما توقف لحظة مع  Galaxy Watch8 ....
✨ تصميم ذكي وتجربة أقوى مع:
🔋 بطارية تدوم حتى 40 ساعة + شحن سريع ⚡
🏃‍♂️ تتبع متقدم للنشاط واللياقة لتبقى على هدفك
❤️ مراقبة صحية ذكية تشمل معدل ضربات القلب
💧 مقاومة للماء… جاهزة لكل تحدي ومغامرة
⏳ الكمية محدودة… لا تفوّت فرصة امتلاك ساعتك الذكية من البراق 🚀
#ALBORAQ #GalaxyWatch8 #SamsungGalaxy",365,Yes,1,Yes,3,11,58,Arabic,"Playful, Informative, Urgent",Feature list; Scarcity close,,,1,Yes,#020B13 (black); #29666E (cyan); #A5A796 (yellow),Samsung: top-left; Al Boraq: top-right,WATCH8; كل نبضة إلها قصة,,2300,1400,30,"Like = 2200
Love = 66
Haha = 1
Wow =0
Care =8
Angry =1
Sad = 0",,,Explicit,Buy,لا تفوّت فرصة امتلاك ساعتك,Bold arrival hook,Health & Fitness Features,Syrian Arabic with MSA/English product terms,Afternoon,2276,3730,5190,0.31%,1.01,1,Yes,#ALBORAQ | #GalaxyWatch8 | #SamsungGalaxy,1,Lifestyle infographic,Human with product and offer bar,,data/images/image19.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,20,Facebook,7/7/2026,9:58 AM,الثلاثاء,الصيف,Product Promotion + Giveaway,,Galaxy A16,Mobile,Samsung,,,Sales Conversion,,"جاهز للمستقبل ؟✨
لأن جهازك رح يبقى معك أقوى وأحدث مع:
✅ 6 سنين تحديثات Android وأمان… 
🎁 ومع كل شراء من البراق… فرصتك تكبر:
🚗 اربح واحدة من 96 سيارة Kia Sonet
📺 أو واحدة من 960 شاشة سامسونج 55""
🔥 وفوراً… هديتك بانتظارك من دولاب الحظ 🎡
⏳ لا تنتظر… مستقبلك يبدأ من البراق
#ALBORAQ #GalaxyA16 #SamsungGalaxy ",310,Yes,1,Yes,3,8,52,Arabic,"Promotional, Urgent",Question hook; Benefit list; Giveaway,,,1,No,#F5F9FA (white); #709BC1 (blue); #2B2E35 (dark blue),Samsung: top-left; Al Boraq: top-right,Galaxy A16; 6 years of security updates,,1100,2600,31,"Like = 1000
Love = 90
Haha = 1
Wow =0
Care =8
Angry =1
Sad = 1",,,Explicit,Buy,لا تنتظر,Future-oriented question,Longevity / Security & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1101,3731,6393,0.31%,1.25,1,Yes,#ALBORAQ | #GalaxyA16 | #SamsungGalaxy,1,Product offer composite,Centered product with headline,Product typo standardized from 'Galexy A16' to 'Galaxy A16'.,data/images/image20.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,21,Facebook,7/6/2026,6:02 PM,الاثنين,الصيف,Bundle Offer,,Refrigerator + Washing Machine Bundle,Home Appliance Bundle,Samsung,,,Store Visits,,"ختيارك يستحق أكثر. ✨

حصريا من صالة المالكي ...

عند شراء الغسالة المشمولة بالعرض مع أحد البرادين المشاركين، لن تحصل على أجهزة عالية الجودة فقط... بل ستحصل أيضاً على هدية من برنس.

لأن البداية الذكية لا تقتصر على شراء الأجهزة، بل تمتد إلى راحة تدوم.

📍العرض لفترة محدودة وعلى موديلات محددة.
تواصل معنا أو زر أقرب صالات البراق لمعرفة التفاصيل",342,Yes,2,No,0,2,55,Arabic,"Premium, Promotional",Bundle offer; Lifestyle framing; Direct CTA,,,2,No,#F9FEFE (white); #D0EAEB (light teal); #5A7273 (teal),Samsung: top-left; Al Boraq: top-right,اختيارك يستحق مكافأة,,2200,743,36,"Like = 2100
Love = 62
Haha = 0
Wow =0
Care =5
Angry =0
Sad = 0",,,Explicit,Learn More,تواصل معنا أو زر أقرب صالات البراق,Value / reward hook,Bundle Offers,Syrian Arabic with MSA/English product terms,Evening,2167,2979,3794,0.25%,0.74,0,Yes,,1,Product offer composite,Product with prize cards,Caption appears to begin with a missing initial character; bundle contains two products.,data/images/image21.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,22,Facebook,7/6/2026,4:02 PM,الاثنين,الصيف,Product Promotion,,"BMS 20,000mAh Power Bank",Portable Charger,BMS,,,Product Awareness,,"طاقة ما بتخذلك… 🔋⚡

باور بانك 20000mAh من BMS
يشحن موبايلك، سماعاتك، وساعتك… 😏

🔹 شاشة رقمية دقيقة
🔹 شحن سريع وكفوء
🔹 تصميم أنيق وسهل الحمل

جاهز يرافقك من أول النهار لآخره… بدون ما تقول “خلصت البطارية” 🙃

#BMS #PowerBank",227,No,0,Yes,2,7,34,Arabic,"Playful, Informative",Benefit-led; Feature list,,,1,No,#D7D6DF (light gray); #323139 (dark blue); #7C828B (blue),Samsung: top-left; Al Boraq: top-right,Power bank; 20000 mAh BMS,,3300,1400,32,"Like = 3100
Love = 73
Haha =1
Wow =1
Care =11
Angry =0
Sad = 0",,,,,,Benefit hook,Charging / Utility Features,Syrian Arabic with MSA/English product terms,Afternoon,3186,4732,6196,0.39%,1.21,1,Yes,#BMS | #PowerBank,1,Product hero poster,Centered product with headline,,data/images/image22.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,23,Facebook,7/6/2026,9:54 AM,الاثنين,الصيف,Discount Offer + Giveaway,,Galaxy Z Fold7,Foldable Mobile,Samsung,,Up to 60%,Sales Conversion,,"كيف ممكن توفر 60% من سعر الجهاز؟ 🤔🔥
مع Galaxy Z Fold7 الموضوع أبسط مما بتتخيل…
عرض حقيقي + فرص حقيقية 😏
💥 خصم لحتى 60% : 
🎡 دولاب الحظ — جوائز فورية بانتظارك
📺 اربح شاشة سامسونج 43""
وإذا الحظ لعب معك صح… القصة بتكبر 👇
🚗 فرصة تربح سيارة Kia Sonet
📺 أو شاشة سامسونج 55""
هون الصفقة مو بس شراء…
دير بالك — ممكن تطلع رابح أكتر مما كنت ناوي 💯",346,Yes,1,No,0,10,65,Arabic,"Playful, Promotional, Urgent",Question hook; Discount-led; Giveaway,,,1,No,#9DA09B (gray); #020B0E (black); #9A6235 (orange),Samsung: top-left; Al Boraq: top-right,Z Fold 7; IP48,,2700,1800,25,"Like = 2600
Love = 90
Haha =1
Wow =0
Care =9
Angry =0
Sad = 0",,,Implicit,Buy,الصفقة مو بس شراء؛ فرصة ربح,Discount question,Discounts & Giveaways,Syrian Arabic with MSA/English product terms,Morning,2700,4525,6375,0.38%,1.24,1,Yes,,1,Lifestyle infographic,Centered product with headline,Only explicit numeric discount in this sample: up to 60%.,data/images/image23.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,24,Facebook,7/5/2026,3:43 PM,الأحد,الصيف,Brand / Product Awareness,,Samsung Refrigerator,Refrigerator,Samsung,,,Brand Awareness,,"جوهر الانتعاش في قلب مطبخك. ❄️
ودّعي جفاف الأطعمة مع تقنية التبريد المزدوج من سامسونج. طعمٌ طازج، جودة استثنائية، وتصميم يليق بذوقك الرفيع.
البراق | سامسونج: ريادة الابتكار في سوريا. ✨",184,No,0,No,0,2,29,Arabic,Premium,Premium descriptive; Brand statement,,,1,No,#E4E7EE (white); #272F38 (dark blue); #C0D5DD (light cyan),Samsung: top-left; Al Boraq: top-right,حافظ على طعامك طازجاً لأيام أطول,,560,1100,27,"Like = 531
Love = 25
Haha = 0
Wow =1
Care =3
Angry =0
Sad = 0",,,,,,Premium aspiration,Freshness / Lifestyle,Modern Standard Arabic,Afternoon,560,1687,2841,0.14%,0.55,0,Yes,,1,Lifestyle infographic,Centered product with headline,,data/images/image24.jpg,,Brand Awareness
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,25,Facebook,7/5/2026,9:45 AM,الأحد,الصيف,Product Promotion + Giveaway,,Galaxy A07,Mobile,Samsung,,,Sales Conversion,,"هناك من ينافس... والآخر يفرض سيطرته. 🔥
جهاز A07 التوازن المثالي بين الأداء الذكي والسعر الذي لا يُنافس.
مع الشاحن المرفق بقوة 15 واط والكفر الجديد، أنتِ مستعدة للانطلاق فوراً.
كن واحداً من مئات الرابحين:
🚗 96 سيارة Kia Sonet بانتظار أصحابها.
🖥 960 شاشة سامسونج 55 بوصة لتجربة مشاهدة سينمائية في منزلكِ.
""التميز ليس مجرد اختيار، بل هو قرار يبدأ من البراق.""
الأسرع هو الكسبان! 😉",380,Yes,1,No,0,4,60,Arabic,"Interactive, Promotional, Urgent",Comparative hook; Feature-benefit; Giveaway,,,1,Yes,#A3D7E5 (light cyan); #55C1CC (cyan); #2F2629 (dark magenta),Samsung: top-left; Al Boraq: top-right,Galaxy A07; 5000 mAh,,2200,1400,41,"Like = 2118
Love = 71
Haha = 1
Wow =0
Care =9
Angry =1
Sad = 0",,,Explicit,Enter giveaway,كن واحداً من مئات الرابحين؛ الأسرع هو الكسبان,Competitive claim,Value Mobile & Giveaways,Syrian Arabic with MSA/English product terms,Morning,2200,3641,5123,0.30%,1,1,Yes,,1,Product offer composite,Human with product and offer bar,,data/images/image25.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,26,Facebook,7/4/2026,3:43 PM,السبت,الصيف,Product Education,,Samsung Smart Air Conditioner,Air Conditioner,Samsung,,,Brand Awareness,,"ذكاء وتوفير يلامس احتياجاتك. ✨
مع مكيف سامسونج الذكي من ""البراق""، الرفاهية ليست مجرد هواء بارد، بل هي منظومة متكاملة تمنحك الأداء الأقصى بأقل استهلاك.
اجعل صيفك أكثر ذكاءً واستدامة.. 
استمتع براحة بال مطلقة مع كفالة 10 سنوات على الضاغط، الجودة والتميز لسنوات طويلة.
الوكيل الأول والوحيد لسامسونج في سوريا.
البراق.. التميز في كل تفصيل.
#سامسونج_سوريا #البراق #كفالة_عشر_سنوات #ذكاء_اصطناعي",388,Yes,1,Yes,4,1,54,Arabic,"Premium, Informative",Value-led; Technical reassurance; Brand statement,,,1,No,#B2D6D8 (light teal); #A6B6B9 (cyan); #6C9698 (teal),Samsung: top-left; Al Boraq: top-right,مكيف ذكي يوفر عليك كل شهر,,3500,3300,24,"Like = 3425
Love = 64
Haha = 0
Wow =0
Care =8
Angry =1
Sad = 0",,,Soft,,اجعل صيفك أكثر ذكاءً؛ استمتع براحة بال,Efficiency / value hook,Energy Efficiency,Modern Standard Arabic,Afternoon,3498,6824,10172,0.57%,1.99,1,Yes,#سامسونج_سوريا | #البراق | #كفالة_عشر_سنوات | #ذكاء_اصطناعي,1,Lifestyle infographic,Centered product with headline,,data/images/image26.jpg,,Product Education
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,27,Facebook,7/4/2026,10:00 AM,السبت,الصيف,Premium Product Promotion + Giveaway,,Galaxy S26,Mobile,Samsung,,,Sales Conversion,,"كسرنا كل القواعد.. ! 😈⚡️
جهاز Galaxy S26، أيقونة الابتكار والذكاء الاصطناعي الخارق، متاح الآن بسعر يتجاوز التوقعات. 
فخامة فئة الـ S التي تعشقها، معها فرص لا تتكرر:
✨ هدايا فورية بانتظارك مع ""دولاب الحظ"" عند كل عملية شراء.
✨ فرصة ذهبية لدخول السحب الكبير على سيارة Kia Sonet 2026.
✨ وفرصة لربح شاشة سامسونج 55 بوصة لتكتمل رفاهيتك.
التميز ليس له حدود، والفرص الكبرى تبدأ دائماً من عند الوكيل الأول والوحيد.. البراق.
#GalaxyS26 #البراق_سوريا #سامسونج #كيا_سونيت #ذكاء_اصطناعي #الرفاهية_المطلقة #الوكيل_الحصري ",508,Yes,1,Yes,7,5,74,Arabic,"Premium, Promotional",Bold hook; Luxury positioning; Giveaway,,,1,Yes,#D1DBE2 (light gray); #49434A (dark gray); #EDF0F4 (white),Samsung: top-left; Al Boraq: top-right,S26 5G; المستقبل بين إيديك,,1600,3800,26,"Like = 1527
Love = 58
Haha = 2
Wow =2
Care =0
Angry =1
Sad = 0",,,Implicit,Buy,متاح الآن؛ الفرص الكبرى تبدأ من البراق,Rule-breaking bold claim,Premium Technology & Giveaways,Syrian Arabic with MSA/English product terms,Morning,1590,5426,9278,0.45%,1.81,1,Yes,#GalaxyS26 | #البراق_سوريا | #سامسونج | #كيا_سونيت | #ذكاء_اصطناعي | #الرفاهية_المطلقة | #الوكيل_الحصري,1,Lifestyle infographic,Human with product and offer bar,,data/images/image27.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,28,Facebook,7/3/2026,9:33 AM,الجمعة,الصيف,Product Promotion + Giveaway,,Galaxy A37,Mobile,Samsung,,,Sales Conversion,,"خليك مميز.. وخلّي الربح يدق بابك! ✨
لون حياتك بـ 50 ميجابكسل , و كتير تفاصيل ...
والأحلى من هيك؟ 🎁
ببساطة، لما تشتريه من ""البراق"" صرت بالسحب على:
🚗 96 سيارة كيا سونيت الجديدة 
📺 960 شاشة سامسونج
🎁وكمان هدية من دولاب الحظ 
مع Galaxy A37 من البراق ... جهازك بايدك .. و الربح مضمون 🔥",285,Yes,1,No,0,6,52,Arabic,"Playful, Promotional",Conversational hook; Benefit-led; Giveaway,,,1,Yes,#76ADDC (light blue); #5F8FC0 (blue); #99C8E6 (light cyan),Samsung: top-left; Al Boraq: top-right,A37; لحظاتك الحلوة بصورة احترافية,,694,1300,8,"Like = 645
Love = 43
Haha = 0
Wow =1
Care =4
Angry =0
Sad = 1",,,Implicit,Buy,لما تشتريه من البراق,Friendly aspiration,Camera / Lifestyle & Giveaways,Syrian Arabic with MSA/English product terms,Morning,694,2002,3318,0.17%,0.65,0,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image28.jpg,,Lead Generation
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,29,Facebook,7/2/2026,3:33 PM,الخميس,الصيف,Price Promotion,,BMS 35W Charger,Mobile Charger,BMS,,,Sales Conversion,,"انقاذ سريع ... بجرعة طاقة سريعة ⚡
لأنه وقتك أغلى من الانتظار .. شاحن BMS 35W هو الخيار ... 
متوفر الان بالسعر الجديد - الكمية محدودة جداً !!!",141,Yes,1,No,0,1,27,Arabic,"Urgent, Promotional",Short direct response; Urgency,,,1,No,#C9D8DF (light gray); #81A1AA (cyan); #282829 (black),Samsung: top-left; Al Boraq: top-right,شاحن BMS 35W,,2800,1000,15,"Like = 2635
Love = 57
Haha = 1
Wow =0
Care =6
Angry =0
Sad = 1",,,Implicit,Buy,متوفر الآن؛ الكمية محدودة,Urgency / rescue hook,Charging / Price Offer,Syrian Arabic with MSA/English product terms,Afternoon,2700,3815,4845,0.32%,0.95,0,Yes,,1,Product hero poster,Centered product with headline,,data/images/image29.jpg,,Sales Conversion
,Al Boraq Telecom‎‏,In-store shopping,1200000,Syria,Arabic,,30,Facebook,7/2/2026,10:17 AM,الخميس,الصيف,Product Promotion + Giveaway,,Galaxy A17,Mobile,Samsung,,,Sales Conversion,,"أقل سعر... بأكبر فرص ربح! 🔥
مع Galaxy A17… صور أوضح وفيديو ثابت حتى بالليل 😏
ميزة OIS بتخلّي كل لقطة تحكي لحالها 📸✨
ومع البراق العرض مكمل:
🎁 كفر مجاني + دولاب الحظ 
🚗 فرصة تربح سيارة Kia Sonet 
📺 فرصة تربح شاشة 55”
تشتري جهازك اليوم  .. مفاتيح السيارة توصلك بكرا 😈",271,Yes,1,No,0,8,49,Arabic,"Playful, Promotional",Price hook; Feature-benefit; Giveaway,,,1,Yes,#03070D (black); #423231 (dark red); #011E3A (dark blue),Samsung: top-left; Al Boraq: top-right,Galaxy A17; OIS camera,,686,1400,19,"Like = 645
Love = 37
Haha = 1
Wow =1
Care =2
Angry =0
Sad = 0",,,Implicit,Buy,تشتري جهازك اليوم,Price / prize hook,Camera Features & Giveaways,Syrian Arabic with MSA/English product terms,Morning,686,2105,3543,0.18%,0.69,0,Yes,,1,Lifestyle infographic,Human with product and offer bar,,data/images/image30.jpg,,Lead Generation
